ID,Display Order,Category,Rarity,Description,Name,Token Standard,Token Address,Token ID,Image URL
feature_pvp_practice,,Special,Common,,Arena Mode (Practice),,,,https://storage.googleapis.com/origin-production/assets/item/feature_pvp_practice.png
ecard_neutral_2003_s0_nft,20120030.0,Special,Rare,"(Enhance Multihit Attack card)
ATK +2",Charm of Focus II,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000035,https://storage.googleapis.com/origin-production/assets/item/ecard_neutral_2003.png
rune_beast_2001_s1_nft,10220010.0,Special,Rare,{Solo}. Cannot gain Shield. Take 15% less DMG.,Pangolin Scale,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001005,https://storage.googleapis.com/origin-production/assets/item/rune_beast_defensive_1.png
rune_beast_2002_s1_nft,10220020.0,Special,Rare,"Deal 20% more DMG.
Take 10% more DMG.",Reckless Hunter,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001006,https://storage.googleapis.com/origin-production/assets/item/rune_beast_offensive_1.png
ecard_reptile_2011_s5,10720111.0,Special,Rare,"(Alter Any)
Max HP +10.",Reptile's Charm of Vitality I,,,,https://storage.googleapis.com/origin-production/assets/item/ecard_reptile_4001.png
ecard_neutral_2004_s0_nft,20120040.0,Special,Rare,"(Enhance Shielding cards)
Shield Stat +4",Charm of Endurance II,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000036,https://storage.googleapis.com/origin-production/assets/item/ecard_neutral_2004.png
ecard_neutral_2005_s0_nft,20120050.0,Special,Rare,"(Enhance Healing cards)
Heal Stat +4",Charm of Faith II,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000037,https://storage.googleapis.com/origin-production/assets/item/ecard_neutral_2005.png
ecard_neutral_3004_s0,20130041.0,Special,Epic,"(Enhance Shielding cards)
Shield Stat +7",Charm of Endurance III,,,,https://storage.googleapis.com/origin-production/assets/item/ecard_neutral_3004.png
rune_aquatic_2001_s0,10620011.0,Special,Rare,"At the beginning of your turn, gain Shield equal to 4% of max HP.",Calcium Armor,,,,https://storage.googleapis.com/origin-production/assets/item/rune_aquatic_defensive_1.png
rune_mech_2001_s0,10820011.0,Special,Rare,"When taking a fatal hit, survive with 1 HP until end of turn (active 1 time per battle). After that, apply an irremovable {Heal Block}.",Last Stand,,,,https://storage.googleapis.com/origin-production/assets/item/rune_mech_defensive_1.png
rune_beast_3001_s1_nft,10230010.0,Special,Epic,Single attacks apply {Bleed} for 2 turns if the target doesn't have {Bleed}. Attacks against bleeding enemies deal 10% more DMG and recover 15 HP after all hit.,Dominant Predator,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001007,https://storage.googleapis.com/origin-production/assets/item/rune_beast_hybrid_1.png
rune_beast_4001_s1_nft,10240010.0,Special,Mystic,{Solo}. Gain 1 {Rage} when your turn starts. {Rage} now grants 3 bonus DMG per stack to attacks.,Endless Anger,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001008,https://storage.googleapis.com/origin-production/assets/item/rune_beast_utility_1.png
rune_bird_2001_s1_nft,10420010.0,Special,Rare,Summons summoned by this Axie gain 14 bonus max HP.,The Incubator,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001009,https://storage.googleapis.com/origin-production/assets/item/rune_bird_defensive_1.png
ecard_neutral_3013_s5,10130131.0,Special,Epic,"(Alter Any)
<Degrade>. +20% Stats.",Energy Drink S,,,,https://storage.googleapis.com/origin-production/assets/item/ecard_neutral_5006.png
ecard_neutral_2006_s0_nft,20120060.0,Special,Rare,"(Enhance Single Target Attack cards)
This card targets the closest enemy.",Earth Stamp,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000038,https://storage.googleapis.com/origin-production/assets/item/ecard_neutral_4001.png
ecard_aquatic_4003_s0,20640031.0,Special,Mystic,"(Enhance any Attack card)
Attack applies {Vulnerable} for 4 turns.",Paralyzing Jellyfish,,,,https://storage.googleapis.com/origin-production/assets/item/ecard_aquatic_5005.png
ecard_neutral_3005_s0,20130051.0,Special,Epic,"(Enhance Healing cards)
Heal Stat +7",Charm of Faith III,,,,https://storage.googleapis.com/origin-production/assets/item/ecard_neutral_3005.png
rune_bird_2002_s1_nft,10420020.0,Special,Rare,You gain 1 <Energy Fragment> every Even <Round>s. Attack cards also deal 4 DMG per Energy cost to all enemies.,Energy Guru,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001010,https://storage.googleapis.com/origin-production/assets/item/rune_bird_offensive_1.png
rune_bird_3001_s1_nft,10430010.0,Special,Epic,"{Solo} This Axie deals 20% bonus DMG if its HP is above 50%. 
This Axie takes 20% less DMG if its HP is below 50%.",Raven's Tactic,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001011,https://storage.googleapis.com/origin-production/assets/item/rune_bird_hybrid_1.png
ecard_reptile_4001_s1,20740011.0,Special,Mystic,"(Enhance any card)
Add <Retain>. Card's base stat -10%.",Sticky Lizard,,,,https://storage.googleapis.com/origin-production/assets/item/ecard_reptile_5003.png
ecard_bird_2011_s5,10420111.0,Special,Rare,"(Alter Single Attacks)
ATK +5.",Bird's Charm of Power I,,,,https://storage.googleapis.com/origin-production/assets/item/ecard_bird_4001.png
ecard_neutral_3001_s0_nft,20130010.0,Special,Epic,"(Enhance any card)
Axie's max HP +12",Charm of Vitality III,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000039,https://storage.googleapis.com/origin-production/assets/item/ecard_neutral_3001.png
ecard_neutral_3002_s0_nft,20130020.0,Special,Epic,"(Enhance Non-Multihit Attack card)
ATK +7",Charm of Power III,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000040,https://storage.googleapis.com/origin-production/assets/item/ecard_neutral_3002.png
ecard_neutral_3003_s0_nft,20130030.0,Special,Epic,"(Enhance Multihit Attack card)
ATK +3",Charm of Focus III,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000041,https://storage.googleapis.com/origin-production/assets/item/ecard_neutral_3003.png
rune_bird_4001_s1_nft,10440010.0,Special,Mystic,"{Solo}. When your turn starts, this Axie gains 1 {Feather}. Upon reaching the maxium number of stacks, shuffles [Feather Dagger] into your hand until it maxed out. At the end of turn reduce the number of stack = the number of [Feather Dagger] shuffled in.",Feather Descend,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001012,https://storage.googleapis.com/origin-production/assets/item/rune_bird_utility_1.png
ecard_reptile_4002_s1,20740021.0,Special,Mystic,"(Enhance any card)
Add <Banish>.",Reptile Energy Drink M,,,,https://storage.googleapis.com/origin-production/assets/item/ecard_reptile_5004.png
ecard_neutral_3004_s0_nft,20130040.0,Special,Epic,"(Enhance Shielding cards)
Shield Stat +7",Charm of Endurance III,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000042,https://storage.googleapis.com/origin-production/assets/item/ecard_neutral_3004.png
ecard_neutral_3005_s0_nft,20130050.0,Special,Epic,"(Enhance Healing cards)
Heal Stat +7",Charm of Faith III,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000043,https://storage.googleapis.com/origin-production/assets/item/ecard_neutral_3005.png
rune_reptile_2001_s0_nft,10720010.0,Special,Rare,"When your turn starts, gain 12 Shield for each attack this Axie took in the previous turn.",Delayed Protection,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1000037,https://storage.googleapis.com/origin-production/assets/item/rune_reptile_defensive_1.png
rune_bug_2001_s1_nft,10320010.0,Special,Rare,"When your turn start, gain Shield = the number of cards in your Draw Pile. When your turn ends, gain Shield = 3 x the number of cards in your Discard Pile.",Vault Builder,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001013,https://storage.googleapis.com/origin-production/assets/item/rune_bug_defensive_1.png
rune_bug_3001_s1_nft,10330010.0,Special,Epic,{Solo}. Single attacks consume 20% of current Shield and deal bonus DMG equal to 3 times that amount.,Sturdy Fighter,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001015,https://storage.googleapis.com/origin-production/assets/item/rune_bug_offensive_1.png
rune_bug_4001_s1_nft,10340010.0,Special,Mystic,"{Solo}. In odd <Round>s, draw 1 additional Card when your turn starts. In even <Round>s, gain 60 Shield when your turn starts.",Collect And Protect,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001016,https://storage.googleapis.com/origin-production/assets/item/rune_bug_utility_1.png
ecard_neutral_3006_s0_nft,20130060.0,Special,Epic,"(Enhance Single Target Attack cards)
This card targets the second closest enemy. Card's base stat -10%.",Moon Stamp,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000044,https://storage.googleapis.com/origin-production/assets/item/ecard_neutral_4002.png
ecard_neutral_3007_s0_nft,20130070.0,Special,Epic,"(Enhance Single Target Attack cards)
This card targets the furthest enemy. Card's base stat -10%.",Sun Stamp,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000045,https://storage.googleapis.com/origin-production/assets/item/ecard_neutral_4003.png
ecard_neutral_3006_s0,20130061.0,Special,Epic,"(Enhance Single Target Attack cards)
This card targets the second closest enemy. Card's base stat -10%.",Moon Stamp,,,,https://storage.googleapis.com/origin-production/assets/item/ecard_neutral_4002.png
rune_mech_3001_s0,10830011.0,Special,Epic,Gain 10 bonus Shield from cards. Gain 3 {Damage Boost} whenever using a Shield card.,Adaptive Program,,,,https://storage.googleapis.com/origin-production/assets/item/rune_mech_hybrid_1.png
rune_dawn_2001_s1_nft,10920010.0,Special,Rare,Take 5% less DMG per Buff or Secret on this Axie (capped at 20%).,Arcane Protection,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001017,https://storage.googleapis.com/origin-production/assets/item/rune_dawn_defensive_1.png
rune_dawn_2002_s1_nft,10920020.0,Special,Rare,Deal 5% bonus DMG per Buff on this Axie (capped at 20%).,Celestial Might,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001018,https://storage.googleapis.com/origin-production/assets/item/rune_dawn_offensive_1.png
rune_dawn_3001_s1_nft,10930010.0,Special,Epic,"{Solo}. When this Axie use an Attack card, other allies in the same turn deal 15% more DMG. If it's a Skill card, they gain 15 Shield instead.",Heaven's Echoes,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001019,https://storage.googleapis.com/origin-production/assets/item/rune_dawn_hybrid_1.png
ecard_reptile_4003_s1,20740031.0,Special,Mystic,"(Enhance an Attack card)
Attack applies 2 {Poison}.",Viper's Venom,,,,https://storage.googleapis.com/origin-production/assets/item/ecard_reptile_5005.png
ecard_neutral_5001_s0_nft,20150010.0,Special,Mystic,"(Enhance Single Target Attack cards)
This card can target any enemy. Card's base stat -15%.",Rocket Stamp,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000046,https://storage.googleapis.com/origin-production/assets/item/ecard_neutral_5001.png
ecard_neutral_5002_s0_nft,20150020.0,Special,Mystic,"(Enhance any card)
Add <Innate>. Card's base stat -10%.",Pre Order Tag,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000047,https://storage.googleapis.com/origin-production/assets/item/ecard_neutral_5003.png
rune_dawn_4001_s1_nft,10940010.0,Special,Mystic,"{Solo}. When your turn starts, remove 2 Cursed cards in your Deck. Increase your team's card base stat by 10% if there isn't any Cursed card in your Deck.",Holy Prayer,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001020,https://storage.googleapis.com/origin-production/assets/item/rune_dawn_utility_1.png
rune_dusk_2001_s1_nft,11020010.0,Special,Rare,All teammates gains 10 Shield whenever this Axie play a Card that apply Curse.,Wicked Ward,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001021,https://storage.googleapis.com/origin-production/assets/item/rune_dusk_defensive_1.png
ecard_neutral_5003_s0_nft,20150030.0,Special,Mystic,"(Enhance any card)
Add <Retain>. Card's base stat -10%.",Scotch Tape,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000048,https://storage.googleapis.com/origin-production/assets/item/ecard_neutral_5004.png
ecard_neutral_5004_s0_nft,20150040.0,Special,Mystic,"(Enhance any card)
Add <Banish>.",Energy Drink M,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000049,https://storage.googleapis.com/origin-production/assets/item/ecard_neutral_5005.png
ecard_neutral_5005_s0_nft,20150050.0,Special,Mystic,"(Enhance any card)
Add <Ethereal>.",Energy Drink S,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000050,https://storage.googleapis.com/origin-production/assets/item/ecard_neutral_5006.png
rune_dusk_2002_s1_nft,11020020.0,Special,Rare,Opponent's frontline Axie takes 3 DMG per Cursed card in their Deck when your turn ends (capped at 30 DMG).,Cursed Ritual,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001022,https://storage.googleapis.com/origin-production/assets/item/rune_dusk_offensive_1.png
rune_dusk_3001_s1_nft,11030010.0,Special,Epic,{Solo} Deal 15% more DMG against debuffed Enemies. Take 15% less DMG from debuffed Enemies,Malediction,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001023,https://storage.googleapis.com/origin-production/assets/item/rune_dusk_hybrid_1.png
rune_dusk_4001_s1_nft,11040010.0,Special,Mystic,"{Solo}. In Odd <Round>s, randomly apply {Hex} or {Fear} to all enemies for 3 turns at the start of your turn.",Gloomy Dice,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001024,https://storage.googleapis.com/origin-production/assets/item/rune_dusk_utility_1.png
rune_aquatic_2001_s1,10620011.0,Special,Rare,"{Solo}. At the begining of your turn, gain Shield equal 10% max HP.",Calcium Armor,,,,https://storage.googleapis.com/origin-production/assets/item/rune_aquatic_defensive_1.png
ecard_plant_2001_s0_nft,20520010.0,Special,Rare,"(Enhance any card)
Axie's max HP +12",Plant's Charm of Vitality I,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000051,https://storage.googleapis.com/origin-production/assets/item/ecard_plant_4001.png
ecard_beast_2001_s0,20220011.0,Special,Rare,"(Enhance any card)
Axie's max HP +12",Beast's Charm of Vitality I,,,,https://storage.googleapis.com/origin-production/assets/item/ecard_beast_4002.png
rune_mech_4001_s0,10840011.0,Special,Mystic,{Solo}. Increase Shield card's effect by 15%. This Axie's Shield isn't removed when your enemy's turn ends.,Shield Backup,,,,https://storage.googleapis.com/origin-production/assets/item/rune_mech_utility_1.png
rune_mech_2001_s1_nft,10820010.0,Special,Rare,"When taking a fatal hit, survive with 1 HP until end of turn (active 1 time per battle). After that, apply an irremovable {Heal Block}.",Last Stand,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001025,https://storage.googleapis.com/origin-production/assets/item/rune_mech_defensive_1.png
rune_mech_2002_s1_nft,10820020.0,Special,Rare,Deal 10% bonus DMG and take 20% less DMG if this Axie has Shield.,Zap Armor,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001026,https://storage.googleapis.com/origin-production/assets/item/rune_mech_offensive_1.png
ecard_plant_2002_s0_nft,20520020.0,Special,Rare,"(Enhance any Healing card)
Heal Stat +6",Plant's Charm of Faith I,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000052,https://storage.googleapis.com/origin-production/assets/item/ecard_plant_4002.png
ecard_plant_3001_s0_nft,20530010.0,Special,Epic,"(Enhance any card)
Axie's max HP +18",Plant's Charm of Vitality II,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000053,https://storage.googleapis.com/origin-production/assets/item/ecard_plant_5001.png
ecard_plant_3002_s0_nft,20530020.0,Special,Epic,"(Enhance any Healing card)
Heal Stat +10",Plant's Charm of Faith II,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000054,https://storage.googleapis.com/origin-production/assets/item/ecard_plant_5002.png
ecard_plant_3003_s0_nft,20530030.0,Special,Epic,"(Enhance any Skill or Secret card)
All teammates gain 1 {Leaf}.",Leafy Pot,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000055,https://storage.googleapis.com/origin-production/assets/item/ecard_plant_4003.png
ecard_beast_2002_s0,20220021.0,Special,Rare,"(Enhance a Non-Multihit Attack card)
ATK +6",Beast's Charm of Power I,,,,https://storage.googleapis.com/origin-production/assets/item/ecard_beast_4001.png
rune_neutral_1002_s0,10110021.0,Special,Common,Non Multihit Attack cards deal 10% bonus DMG.,Tough Strike,,,,https://storage.googleapis.com/origin-production/assets/item/rune_neutral_offensive_1.png
rune_mech_3001_s1_nft,10830010.0,Special,Epic,"{Solo}. Gain 25% bonus Shield from cards. If gained 99 and above Shield from a single card, you gain 2 <Energy Fragment>.",Adaptive Program,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001027,https://storage.googleapis.com/origin-production/assets/item/rune_mech_hybrid_1.png
rune_mech_4001_s1_nft,10840010.0,Special,Mystic,{Solo}. Increase Shield card's stat by 20%. Take 20% less DMG if has Shield. Retain 50%  leftover Shield.,Shield Backup,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001028,https://storage.googleapis.com/origin-production/assets/item/rune_mech_utility_1.png
rune_neutral_2001_s1_nft,10120010.0,Special,Rare,Healing and Shield cards gain 15% {Class Bonus}.,Pure Skill,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001029,https://storage.googleapis.com/origin-production/assets/item/rune_neutral_defensive_2.png
ecard_plant_4001_s0_nft,20540010.0,Special,Mystic,"(Enhance any card)
Add <Innate>. Card's base stat -10%.",Secret Sprout,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000056,https://storage.googleapis.com/origin-production/assets/item/ecard_plant_5003.png
ecard_beast_3001_s0,20230011.0,Special,Epic,"(Enhance any card)
Axie's max HP +18",Beast's Charm of Vitality II,,,,https://storage.googleapis.com/origin-production/assets/item/ecard_beast_5002.png
rune_neutral_2002_s1_nft,10120020.0,Special,Rare,Attack cards gain 15% {Class Bonus}.,Pure Power,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001030,https://storage.googleapis.com/origin-production/assets/item/rune_neutral_offensive_2.png
rune_neutral_3001_s1_nft,10130010.0,Special,Epic,{Solo}. All cards of other allies gain 10% {Class Bonus}.,Pure Instinct,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001031,https://storage.googleapis.com/origin-production/assets/item/rune_neutral_hybrid_2.png
bdr_summer_fruit,1.0,Cosmetic,Common,UNRELEASED,Summer Fruit,,,,https://storage.googleapis.com/origin-production/assets/border/summer_fruit.png
ecard_plant_4002_s0_nft,20540020.0,Special,Mystic,"(Enhance any card)
Add <Retain>. Card's base stat -10%.",Ancient Root,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000057,https://storage.googleapis.com/origin-production/assets/item/ecard_plant_5004.png
ecard_plant_4003_s0_nft,20540030.0,Special,Mystic,"(Enhance Shield and Healing cards)
Add <Cleanse>.",Red Sage,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000058,https://storage.googleapis.com/origin-production/assets/item/ecard_plant_5005.png
ecard_reptile_2001_s0_nft,20720010.0,Special,Rare,"(Enhance any card)
Axie's Max HP +12",Reptile's Charm of Vitality I,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000059,https://storage.googleapis.com/origin-production/assets/item/ecard_reptile_4001.png
ecard_reptile_2002_s0_nft,20720020.0,Special,Rare,"(Enhance any Shielding card)
Shield Stat +6",Reptile's Charm of Endurance I,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000060,https://storage.googleapis.com/origin-production/assets/item/ecard_reptile_4002.png
ecard_beast_3002_s0,20230021.0,Special,Epic,"(Enhance a Non-Multihit Attack card)
ATK +10",Beast's Charm of Power II,,,,https://storage.googleapis.com/origin-production/assets/item/ecard_beast_5001.png
rune_neutral_4001_s1_nft,10140010.0,Special,Mystic,{Solo}. Gain 3 <Energy Fragment> at the start of your turn. Add 3 [Void] to your Deck.,Shady Exchange,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001032,https://storage.googleapis.com/origin-production/assets/item/rune_neutral_utility_2.png
rune_plant_2001_s1_nft,10520010.0,Special,Rare,This Axie's attack cards deal 1 bonus DMG per {Leaf}. Double the effect if max stack.,Miracle Leaf,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001033,https://storage.googleapis.com/origin-production/assets/item/rune_plant_offensive_1.png
rune_plant_2002_s1_nft,10520020.0,Special,Rare,All teammates regen 4 HP when your turn ends. Increase Healing card effects by 10%.,Healing Pulse,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001034,https://storage.googleapis.com/origin-production/assets/item/rune_plant_utility_1.png
rune_plant_3001_s1_nft,10530010.0,Special,Epic,{Solo}. Shielding cards of this Axie also Heal HP equal to 100% of Shield gained but grant 35% less Shield.,Rise And Ruin,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001035,https://storage.googleapis.com/origin-production/assets/item/rune_plant_hybrid_1.png
rune_aquatic_2002_s1,10620021.0,Special,Rare,This Axie deals 25% bonus DMG if the target's HP is above 60%.,Hearty Warrior,,,,https://storage.googleapis.com/origin-production/assets/item/rune_aquatic_offensive_1.png
ecard_reptile_3001_s0_nft,20730010.0,Special,Epic,"(Enhance any card)
Axie's Max HP +18",Reptile's Charm of Vitality II,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000061,https://storage.googleapis.com/origin-production/assets/item/ecard_reptile_5001.png
ecard_reptile_3002_s0_nft,20730020.0,Special,Epic,"(Enhance any Shielding card)
Shield Stat +10",Reptile's Charm of Endurance II,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000062,https://storage.googleapis.com/origin-production/assets/item/ecard_reptile_5002.png
ecard_reptile_3003_s0_nft,20730030.0,Special,Epic,"(Enhance any Attack card)
Apply {Taunt} to this Axie for 4 turns.",Gecko Mask,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000063,https://storage.googleapis.com/origin-production/assets/item/ecard_reptile_4003.png
ecard_reptile_4001_s0_nft,20740010.0,Special,Mystic,"(Enhance any card)
Add <Retain>. Card's base stat -10%.",Sticky Lizard,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000064,https://storage.googleapis.com/origin-production/assets/item/ecard_reptile_5003.png
rune_beast_3001_s0,10230011.0,Special,Epic,"""Single attacks apply {Bleed} for 2 turns if target doesn't have {Bleed} and this Axie's HP is above 75%. Deal 20% more DMG against Bleeding Enemies.
Take 10% less DMG from Bleeding Enemies""",Dominant Predator,,,,https://storage.googleapis.com/origin-production/assets/item/rune_beast_hybrid_1.png
rune_plant_4001_s1_nft,10540010.0,Special,Mystic,{Solo}. Increase all ally Axies' max HP by 40. They also Heal 1% max HP when your turn starts.,Gaia's Embrace,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001036,https://storage.googleapis.com/origin-production/assets/item/rune_plant_defensive_1.png
rune_reptile_2001_s1_nft,10720010.0,Special,Rare,"When a Secret on any ally triggered, deal 10 <Pure DMG> to a random enemy Axie, then this Axie heal 10 HP. (revealed Shield isn't a triggered Secret)",Shellshock,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001037,https://storage.googleapis.com/origin-production/assets/item/rune_reptile_defensive_1.png
rune_reptile_2002_s1_nft,10720020.0,Special,Rare,Single Attacks apply 2 {Poison} but deal 25% less DMG.,Venom Master,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001038,https://storage.googleapis.com/origin-production/assets/item/rune_reptile_offensive_1.png
rune_reptile_3001_s1_nft,10730010.0,Special,Epic,{Solo}. Apply 1 {Poison} to the attacker. Take 2% less DMG per {Poison} stack on the attacker. Max at 20%.,Poison Touch,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001039,https://storage.googleapis.com/origin-production/assets/item/rune_reptile_hybrid_1.png
rune_reptile_4001_s1_nft,10740010.0,Special,Mystic,"{Solo}. When your turn starts, {Cleanse} this Axie 1 time.
If this Axie's HP is above 75%, {Cleanse} 1 additional time. If not, recover 10% of its max HP.",Regenerator,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1001040,https://storage.googleapis.com/origin-production/assets/item/rune_reptile_utility_1.png
ecard_reptile_4002_s0_nft,20740020.0,Special,Mystic,"(Enhance any card)
Add <Banish>.",Reptile Energy Drink M,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000065,https://storage.googleapis.com/origin-production/assets/item/ecard_reptile_5004.png
ecard_reptile_4003_s0_nft,20740030.0,Special,Mystic,"(Enhance an Attack card)
Attack applies 2 {Poison}.",Viper's Venom,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2000066,https://storage.googleapis.com/origin-production/assets/item/ecard_reptile_5005.png
rune_aquatic_2001_s0_nft,10620010.0,Special,Rare,"At the beginning of your turn, gain Shield equal to 4% of max HP.",Calcium Armor,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1000001,https://storage.googleapis.com/origin-production/assets/item/rune_aquatic_defensive_1.png
ecard_beast_3003_s0,20230031.0,Special,Epic,"(Enhance any Attack card)
All teammates gain 1 {Rage}.",Mask of Frenzy,,,,https://storage.googleapis.com/origin-production/assets/item/ecard_beast_4003.png
rune_neutral_1003_s0,10110031.0,Special,Common,Gain 10% bonus Shield from cards.,Thick Shield,,,,https://storage.googleapis.com/origin-production/assets/item/rune_neutral_defensive_1.png
rune_neutral_1004_s0,10110041.0,Special,Common,Deal 5 DMG per summon to all enemies at the beginning of your turn.,Mini Legion,,,,https://storage.googleapis.com/origin-production/assets/item/rune_neutral_hybrid_1.png
ecard_aquatic_2001_s1,20620011.0,Special,Rare,"(Enhance any card)
Axie's max HP +12",Aquatic's Charm of Vitality I,,,,https://storage.googleapis.com/origin-production/assets/item/ecard_aquatic_4001.png
ecard_aquatic_2002_s1,20620021.0,Special,Rare,"(Enhance a Non-Multihit Attack card)
ATK +6",Aquatic's  Charm of Power I,,,,https://storage.googleapis.com/origin-production/assets/item/ecard_aquatic_4002.png
ecard_aquatic_3001_s1,20630011.0,Special,Epic,"(Enhance any card)
Axie's max HP +18",Aquatic's Charm of Vitality II,,,,https://storage.googleapis.com/origin-production/assets/item/ecard_aquatic_5001.png
rune_aquatic_2002_s0_nft,10620020.0,Special,Rare,Single attacks attack deal bonus DMG equal to 5% of remaining HP. AoE and multihit attacks deal bonus DMG equal to 3% of remaining HP.,Hearty Warrior,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1000002,https://storage.googleapis.com/origin-production/assets/item/rune_aquatic_offensive_1.png
rune_aquatic_3001_s0_nft,10630010.0,Special,Epic,Single attacks {Steal} 12 HP. AoE and Multihit attacks {Steal} 3 HP per hit.,Bloodlust,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1000003,https://storage.googleapis.com/origin-production/assets/item/rune_aquatic_hybrid_1.png
ecard_aquatic_3002_s1,20630021.0,Special,Epic,"(Enhance a Non-Multihit Attack card)
ATK +10",Aquatic's Charm of Power II,,,,https://storage.googleapis.com/origin-production/assets/item/ecard_aquatic_5002.png
ecard_aquatic_3003_s1,20630031.0,Special,Epic,"(Enhance any Attack card)
All teammates gain 1 {Bubble}.",Bubble Paste,,,,https://storage.googleapis.com/origin-production/assets/item/ecard_aquatic_4003.png
rune_aquatic_3001_s1,10630011.0,Special,Epic,Attacks that cause HP loss will {Steal}s HP. Single attacks {Steal}s 12 HP. AoE and Multihit attacks {Steal}s 4 HP per hit.,Bloodlust,,,,https://storage.googleapis.com/origin-production/assets/item/rune_aquatic_hybrid_1.png
